mgnify	msp
MGYG000003395	msp_0005:0.4599830695443641,msp_0341:0.16117245391352134,msp_1511c:0.37884447654211467
MGYG000003664	msp_0205
MGYG000003916	msp_0664
MGYG000004771	msp_1005:0.34968493591131933,msp_1033:0.11386301012685479,msp_1442:0.38288753469794445,msp_2130:0.15356451926388145
MGYG000002507	msp_0005
MGYG000004603	msp_1543
MGYG000000497	msp_1295
MGYG000002520	msp_0108:0.260977484830491,msp_0140:0.08843363567298264,msp_0341:0.2538325680988205,msp_1511c:0.3967563113977059
MGYG000000996	msp_1244
MGYG000003016	msp_0196
MGYG000001571	msp_0009
MGYG000004280	msp_1244
MGYG000004654	msp_1009
MGYG000003442	msp_0995
MGYG000003856	msp_1988
MGYG000003836	msp_0967
MGYG000004615	msp_1295
MGYG000004093	msp_1345c:0.3945249597423511,msp_1580c:0.605475040257649
MGYG000001984	msp_1508
MGYG000004819	msp_0408:0.5215686274509804,msp_1006:0.47843137254901963
MGYG000001098	msp_1216
MGYG000003347	msp_0224:0.5650234754227856,msp_0339:0.4349765245772145
MGYG000003071	msp_1219
MGYG000003976	msp_1244
MGYG000000781	msp_0293
MGYG000000199	msp_0742
MGYG000004405	msp_1359
MGYG000002425	msp_0844c
MGYG000003280	msp_1161
MGYG000004458	msp_0845:0.1960191165363252,msp_0947:0.2744966564627696,msp_1134:0.07685906380957548,msp_1324:0.29903774826573243,msp_2020:0.15358741492559727
MGYG000004743	msp_1497
MGYG000003452	msp_0263
MGYG000000881	msp_1244
MGYG000001992	msp_1244
MGYG000001615	msp_0085
MGYG000003079	msp_1244
MGYG000004530	msp_0302:0.2962257420402388,msp_0586:0.19578577629100224,msp_1049:0.20917113221674596,msp_1328:0.25244662752494496,msp_1594:0.04637072192706815
MGYG000000558	msp_0406
MGYG000002265	msp_1247
MGYG000003647	msp_0242
MGYG000003268	msp_0687:0.6739130434782609,msp_1834:0.32608695652173914
MGYG000003573	msp_0991:0.18690095846645366,msp_1107:0.8130990415335463
MGYG000003674	msp_0032
MGYG000000257	msp_1244
MGYG000003922	msp_0235
MGYG000003928	msp_1244
MGYG000000375	msp_1050
MGYG000002826	msp_0742
MGYG000004455	msp_1027
MGYG000002871	msp_1244
MGYG000000469	msp_0818:0.43740096460536176,msp_1414:0.5625990353946383
MGYG000001200	msp_1244
MGYG000004768	msp_0090
MGYG000002230	msp_0373:0.44879898862199746,msp_1985:0.5512010113780025
MGYG000000555	msp_0697
MGYG000004608	msp_1244
MGYG000001720	msp_0738
MGYG000003582	msp_0783
MGYG000003918	msp_2101
MGYG000000809	msp_0147:0.04408095794011259,msp_0565:0.2500081781211288,msp_0801:0.23085716425673616,msp_1845:0.18295219311948827,msp_2028:0.29210150656253414
MGYG000002927	msp_1244
MGYG000002168	msp_0738:0.7513661202185792,msp_0739c:0.24863387978142076
MGYG000004745	msp_0494:0.30464041914424106,msp_0761:0.41396481618437153,msp_1098:0.28139476467138735
MGYG000002761	msp_0584
MGYG000000009	msp_0380:0.5817108600415033,msp_1208:0.4182891399584966
MGYG000002696	msp_1060c
MGYG000003882	msp_0157
MGYG000000005	msp_1866:0.382264470835227,msp_1908:0.6177355291647729
MGYG000000970	msp_0917:0.4223482958511749,msp_0929:0.5776517041488252
MGYG000004364	msp_1244
MGYG000000919	msp_1679
MGYG000003581	msp_1109
MGYG000002179	msp_0051:0.18272428774880958,msp_1640:0.2530159336174575,msp_1857:0.17608590671375704,msp_2042:0.38817387191997604
MGYG000001082	msp_0286
MGYG000000385	msp_1023
MGYG000000228	msp_1244
MGYG000003437	msp_0709:0.2517911975435005,msp_1335:0.7482088024564995
MGYG000000892	msp_0068:0.33355918214622005,msp_0291:0.08698568708625716,msp_0518:0.11076326564711067,msp_0592:0.09814785953696138,msp_0663:0.09407622344263329,msp_0806:0.06120299763739496,msp_1012:0.18334855462436617,msp_1322:0.03191622987905633
MGYG000001181	msp_1693
MGYG000002126	msp_1708
MGYG000002497	msp_0157
MGYG000004331	msp_1244
MGYG000001536	msp_0108:0.07849386573078626,msp_1511c:0.7562084654917545,msp_1766:0.16529766877745933
MGYG000004625	msp_1244
MGYG000001112	msp_0881
MGYG000000756	msp_0910
MGYG000001022	msp_1244
MGYG000004850	msp_1039
MGYG000001904	msp_2155
MGYG000002239	msp_1868
MGYG000001106	msp_0396:0.6336633663366337,msp_1548:0.36633663366336633
MGYG000000676	msp_1494c
MGYG000002085	msp_0205
MGYG000000917	msp_0131
MGYG000000681	msp_0486:0.12951954601430193,msp_0833:0.43775514649324104,msp_1341:0.332114916137085,msp_1453:0.10061039135537199
MGYG000002881	msp_0047:0.09941624824973248,msp_0093:0.07243183801051938,msp_0237:0.18986765369400832,msp_0250:0.20755322003014323,msp_0346:0.10025875882812005,msp_0392:0.040103503531248016,msp_0752:0.09886239728455291,msp_0784:0.06337785825920446,msp_1350:0.1281285221124711
MGYG000000605	msp_0178
MGYG000000666	msp_0099:0.339040691326558,msp_0154:0.16467690721575676,msp_1079:0.49628240145768526
MGYG000002630	msp_1799
MGYG000004742	msp_0236:0.09993856576511156,msp_0468:0.20876055959823306,msp_0551:0.08519425131452504,msp_0572:0.2030452128657166,msp_0587:0.2034850219910575,msp_1044:0.1995763884653562
MGYG000004575	msp_0303:0.23764252475508285,msp_0317:0.29053560597844025,msp_0487:0.16682109800125833,msp_0541:0.3050007712652186
MGYG000001660	msp_0161
MGYG000003717	msp_1543
MGYG000000057	msp_0046
MGYG000001691	msp_0368c
MGYG000003952	msp_0543c
MGYG000004031	msp_1244
MGYG000002263	msp_0045
MGYG000000963	msp_2090
MGYG000004082	msp_1444
MGYG000000400	msp_0813
MGYG000001217	msp_1723
MGYG000003334	msp_1059c
MGYG000001581	msp_1244
MGYG000003096	msp_1244
MGYG000000946	msp_1244
MGYG000004871	msp_1839:0.33333333333333337,msp_1895:0.6666666666666667
MGYG000002110	msp_1244
MGYG000000384	msp_1343
MGYG000003086	msp_1430
MGYG000003936	msp_0688
MGYG000000128	msp_0523
MGYG000003743	msp_1571c
MGYG000003036	msp_1244
MGYG000002433	msp_0844c
MGYG000001935	msp_1244
MGYG000001233	msp_0584:0.19586759769169967,msp_0769:0.515137195676953,msp_1292:0.28899520663134726
MGYG000000482	msp_2032
MGYG000003894	msp_1244
MGYG000004710	msp_1244
MGYG000002754	msp_1244
MGYG000000221	msp_0443
MGYG000002935	msp_0736c
MGYG000003657	msp_1244
MGYG000004233	msp_0154
MGYG000003778	msp_1168
MGYG000004470	msp_0716:0.6935738271131152,msp_0959:0.3064261728868848
MGYG000004620	msp_1112:0.46729810157802076,msp_1425:0.5327018984219792
MGYG000003985	msp_0531
MGYG000000853	msp_0054:0.12840896596889922,msp_0137:0.15104856327471067,msp_0249:0.4939696258443241,msp_0287:0.226572844912066
MGYG000002111	msp_1244
MGYG000001596	msp_1851
MGYG000000430	msp_1068
MGYG000004127	msp_1051
MGYG000003355	msp_0115c
MGYG000003290	msp_0567:0.3593189850836464,msp_0854:0.41264556482901876,msp_1314:0.22803545008733475
MGYG000000042	msp_1904
MGYG000002746	msp_1244
MGYG000003871	msp_0314
MGYG000000708	msp_0913
MGYG000004440	msp_1389
MGYG000001242	msp_1836
MGYG000001858	msp_2000
MGYG000000443	msp_1386
MGYG000003688	msp_1244
MGYG000002857	msp_0014:0.31895646438247316,msp_0141:0.21305954300681076,msp_0521:0.19336496340113918,msp_1461:0.2746190292095768
MGYG000003361	msp_0970:0.11269208878770631,msp_1159:0.8873079112122937
MGYG000002196	msp_0536:0.38608119304059657,msp_1485:0.6139188069594035
MGYG000004365	msp_0614:0.30080286755712715,msp_0786:0.17769650879763618,msp_1988:0.5215006236452366
MGYG000000091	msp_1770
MGYG000000955	msp_1244
MGYG000001031	msp_0586
MGYG000001275	msp_1546
MGYG000004294	msp_1244
MGYG000000109	msp_1599:0.39307408216901474,msp_1702:0.6069259178309854
MGYG000003308	msp_1723
MGYG000004677	msp_0129
MGYG000003013	msp_0446c
MGYG000003138	msp_1418c:0.6136091972460301,msp_1543:0.38639080275396986
MGYG000000952	msp_1867
MGYG000001277	msp_0110:0.1826480575252054,msp_1464:0.8173519424747945
MGYG000004602	msp_1244
MGYG000003831	msp_1560
MGYG000000916	msp_1287
MGYG000004681	msp_1244
MGYG000003955	msp_1060c:0.5114155251141552,msp_2007:0.4885844748858447
MGYG000004119	msp_1573
MGYG000002778	msp_1244
MGYG000002834	msp_0224
MGYG000001900	msp_0675
MGYG000004515	msp_1376
MGYG000004264	msp_0030:0.12719079535063885,msp_0032:0.09304736463151242,msp_0794:0.17806711349089435,msp_1627:0.12372510610402741,msp_1634:0.477969620422927
MGYG000000960	msp_0227:0.1744288187773582,msp_0809:0.45874010929551917,msp_1011:0.3668310719271227
MGYG000003776	msp_1259c
MGYG000003622	msp_0997
MGYG000003231	msp_1244
MGYG000001920	msp_1842
MGYG000004809	msp_1459
MGYG000003274	msp_1244
MGYG000004177	msp_1214
MGYG000000627	msp_0582
MGYG000004795	msp_1042:0.02950961021215155,msp_1049:0.23152056739188684,msp_1304:0.7389698223959615
MGYG000002674	msp_0196:0.044541508854205616,msp_0214:0.1384168241629053,msp_0225:0.21208126067375851,msp_0849:0.1325975491175824,msp_1209:0.18469156293834743,msp_1618:0.22720178734129712,msp_1841:0.06046950691190367
MGYG000003462	msp_1244
MGYG000002587	msp_0590
MGYG000003020	msp_1244
MGYG000000993	msp_0881
MGYG000004506	msp_1244
MGYG000004737	msp_0662:0.29581899793431093,msp_1531c:0.21118487163103442,msp_1607c:0.23808105811234542,msp_1701c:0.2549150723223092
MGYG000004520	msp_0045
MGYG000003799	msp_1242
MGYG000000687	msp_0107:0.5082808414848464,msp_0506:0.2703621497259821,msp_0837:0.12792303057504523,msp_1405:0.09343397821412618
MGYG000000874	msp_0183
MGYG000004668	msp_1773
MGYG000001009	msp_1244
MGYG000001744	msp_1244
MGYG000000574	msp_0269:0.20152659738842588,msp_0416:0.4754007702796086,msp_0597:0.08456648317473807,msp_0612:0.23850614915722737
MGYG000002613	msp_0136:0.6279949558638084,msp_0598:0.3720050441361917
MGYG000000094	msp_1244
MGYG000004012	msp_1452
MGYG000004610	msp_0831
MGYG000001891	msp_2207
MGYG000001927	msp_1106
MGYG000001131	msp_0997
MGYG000002751	msp_1244
MGYG000003405	msp_0890c
MGYG000003737	msp_1334:0.31003873824017714,msp_1494c:0.2216048699501937,msp_1709:0.46835639180962924
MGYG000004312	msp_0896
MGYG000001631	msp_0110
MGYG000002945	msp_0259:0.5305851063829787,msp_0379:0.46941489361702127
MGYG000000581	msp_0642
MGYG000004461	msp_0116
MGYG000002009	msp_2074
MGYG000000535	msp_1401c
MGYG000000572	msp_0656:0.3767984457428726,msp_0819:0.2576867038565978,msp_1835:0.36551485040052967
MGYG000002685	msp_0047:0.13710854192389718,msp_0665:0.3732180940621843,msp_1302:0.4896733640139185
MGYG000002861	msp_0245:0.44040676481875657,msp_1365:0.5595932351812434
MGYG000000583	msp_0075
MGYG000001805	msp_0519:0.7293333333333333,msp_1249:0.27066666666666667
MGYG000003798	msp_1244
MGYG000002176	msp_0511
MGYG000002877	msp_0568:0.38225366068006006,msp_0774:0.3481765328808791,msp_1350:0.269569806439061
MGYG000004672	msp_0311
MGYG000002515	msp_0005:0.44903083958298134,msp_0544c:0.5509691604170188
MGYG000003887	msp_0555
MGYG000004307	msp_1244
MGYG000003005	msp_0126
MGYG000002717	msp_1578c
MGYG000004174	msp_0314:0.2869194636790723,msp_0560:0.15054924091731342,msp_1485:0.5625312954036142
MGYG000004553	msp_1244
MGYG000003408	msp_1448
MGYG000003878	msp_0046
MGYG000000347	msp_1666
MGYG000000298	msp_0602c
MGYG000002204	msp_1320c
MGYG000000311	msp_0422:0.7343263466956944,msp_1219:0.26567365330430565
MGYG000000487	msp_0047:0.3872393674606607,msp_0427:0.32096985513965387,msp_0444:0.29179077739968534
MGYG000002811	msp_1179
MGYG000001994	msp_1617
MGYG000000950	msp_1372
MGYG000004833	msp_0303:0.2112144287533225,msp_0317:0.17475853437004718,msp_0541:0.21905949945922817,msp_0759:0.39496753741740204
MGYG000002068	msp_1030:0.3220457313388215,msp_1032:0.34240494423955153,msp_1100:0.11157015037019095,msp_1652:0.22397917405143597
MGYG000002442	msp_1339
MGYG000004302	msp_1661
MGYG000002123	msp_1465
MGYG000001241	msp_1244
MGYG000003895	msp_0357
MGYG000003044	msp_1244
MGYG000004021	msp_1878
MGYG000000167	msp_1244
MGYG000004880	msp_0218:0.462529663463562,msp_0547:0.5374703365364379
MGYG000004386	msp_1244
MGYG000001317	msp_0754c
MGYG000004684	msp_1244
MGYG000002966	msp_1684
MGYG000004863	msp_1415
MGYG000001140	msp_1244
MGYG000003247	msp_1494c
MGYG000002255	msp_1136:0.4131939475318164,msp_1550:0.5868060524681836
MGYG000001322	msp_0407:0.2688039457459926,msp_1520:0.7311960542540075
MGYG000002657	msp_0176:0.48474576271186437,msp_0572:0.5152542372881356
MGYG000001196	msp_1244
MGYG000004853	msp_0331:0.19898043905231075,msp_0471:0.2369624601819541,msp_0555:0.2665827677046984,msp_0628:0.17848459983662207,msp_0723:0.11898973322441471
MGYG000002554	msp_1543
MGYG000001777	msp_1490
MGYG000002750	msp_1244
MGYG000002046	msp_0071
MGYG000002659	msp_0538
MGYG000004792	msp_1773
MGYG000004167	msp_1594
MGYG000002795	msp_1550
MGYG000003787	msp_1244
MGYG000001579	msp_1244
MGYG000002084	msp_0319
MGYG000003406	msp_2029
MGYG000004656	msp_1244
MGYG000003946	msp_1244
MGYG000002500	msp_1352
MGYG000003358	msp_0108:0.17652763612881006,msp_1554c:0.6112764724971752,msp_1815:0.21219589137401482
MGYG000001664	msp_1546
MGYG000000301	msp_1718
MGYG000003041	msp_1244
MGYG000002957	msp_0942
MGYG000002911	msp_1244
MGYG000000118	msp_1590c
MGYG000002713	msp_0054
MGYG000001643	msp_1692:0.44938516534808876,msp_1978:0.5506148346519112
MGYG000001630	msp_1834
MGYG000001736	msp_1244
MGYG000004818	msp_1021
MGYG000004696	msp_1244
MGYG000001362	msp_1127
MGYG000002699	msp_0560
MGYG000001426	msp_0341
MGYG000001807	msp_1148
MGYG000003060	msp_0881
MGYG000004824	msp_0607
MGYG000001970	msp_1979
MGYG000000356	msp_0125:0.6176962560097877,msp_0164:0.38230374399021233
MGYG000002706	msp_0110:0.25822617484808935,msp_0249:0.06985110916754071,msp_0253:0.49285807991310454,msp_0314:0.17906463607126547
MGYG000002250	msp_0319
MGYG000004543	msp_1508
MGYG000004854	msp_1985
MGYG000001587	msp_1244
MGYG000001133	msp_0346:0.17177878547986153,msp_0619:0.2326818875177938,msp_0663:0.4688872293651508,msp_0723:0.1266520976371938
MGYG000000054	msp_1344c
MGYG000001622	msp_0713:0.5069306930693069,msp_0770:0.49306930693069306
MGYG000003585	msp_0649:0.19760558174531792,msp_0696:0.38138286859051423,msp_0744:0.42101154966416793
MGYG000000987	msp_0141:0.47661279893817166,msp_0379:0.22082114173218917,msp_1084:0.30256605932963926
MGYG000000433	msp_1926
MGYG000004170	msp_2023
MGYG000002491	msp_0341:0.08537822210570833,msp_1554c:0.4461262073534262,msp_1754:0.26008071859932164,msp_1815:0.20841485194154394
MGYG000003206	msp_1244
MGYG000001909	msp_1315
MGYG000004123	msp_1689
MGYG000004538	msp_1929
MGYG000004197	msp_0815
MGYG000003986	msp_1272
MGYG000004547	msp_1772c
MGYG000002200	msp_1113c
MGYG000003360	msp_0108:0.601123595505618,msp_0157:0.398876404494382
MGYG000003905	msp_0847
MGYG000002744	msp_1244
MGYG000004858	msp_1219
MGYG000001732	msp_0212:0.4768928220255653,msp_1060c:0.5231071779744346
MGYG000000612	msp_0197
MGYG000000967	msp_1010
MGYG000003501	msp_1262
MGYG000004828	msp_1838
MGYG000002071	msp_0270:0.6091989346050798,msp_0425:0.39080106539492027
MGYG000000493	msp_0838
MGYG000003245	msp_0379:0.18765457364341703,msp_0524:0.30966320102994965,msp_0812:0.19302794249223734,msp_0906:0.3096542828343959
MGYG000003897	msp_1361:0.32704106372057323,msp_1570:0.3378155903247934,msp_1600:0.3351433459546334
MGYG000001741	msp_1244
MGYG000003850	msp_0124:0.21688924391578523,msp_0348:0.46942463671587775,msp_0450:0.16005623826132245,msp_0729:0.15362988110701456
MGYG000004574	msp_1467
MGYG000001707	msp_0223
MGYG000001127	msp_1244
MGYG000001913	msp_0966
MGYG000001780	msp_1578c
MGYG000001318	msp_0108:0.20756246193848146,msp_0341:0.19618032194210255,msp_1352:0.1050777665240966,msp_1766:0.17411549731387052,msp_1815:0.3170639522814489
MGYG000001743	msp_1214
MGYG000001778	msp_0594
MGYG000001786	msp_1561
MGYG000004536	msp_1837
MGYG000003797	msp_1418c:0.5504637693026441,msp_1543:0.44953623069735577
MGYG000002624	msp_1847
MGYG000004706	msp_0662
MGYG000001179	msp_1244
MGYG000003933	msp_1696c:0.5430754831536823,msp_2159:0.4569245168463178
MGYG000000900	msp_0303:0.3018345671903826,msp_0555:0.2763394705286099,msp_0722:0.11906277044880145,msp_0810:0.3027631918322061
MGYG000004861	msp_0408
MGYG000001815	msp_0940
MGYG000002013	msp_1244
MGYG000004003	msp_0267
MGYG000004697	msp_0238:0.39441567593304355,msp_1490:0.6055843240669564
MGYG000004835	msp_0573
MGYG000002913	msp_1757
MGYG000004199	msp_0821:0.7992164544564153,msp_1008:0.20078354554358474
MGYG000002350	msp_0157:0.1759530791788856,msp_0167c:0.8240469208211143
MGYG000001065	msp_0770
MGYG000003188	msp_1219
MGYG000001460	msp_0422:0.6721044045676998,msp_1682c:0.3278955954323002
MGYG000001032	msp_1407
MGYG000004845	msp_1507
MGYG000000655	msp_1240
MGYG000002792	msp_0926
MGYG000004836	msp_0488
MGYG000004263	msp_0524
MGYG000002254	msp_0269:0.22557875525994256,msp_0643:0.46916352948469725,msp_0867:0.3052577152553601
MGYG000003256	msp_0786
MGYG000001726	msp_1244
MGYG000002650	msp_0038
MGYG000003095	msp_1733
MGYG000004024	msp_0172:0.5423822052237508,msp_0776:0.4576177947762492
MGYG000003164	msp_1546
MGYG000002797	msp_0059:0.05880598633613599,msp_0208:0.20607663037793741,msp_0232:0.04665120569579292,msp_0236:0.20958133497620168,msp_0883:0.11589130271369671,msp_1033:0.15799208328975203,msp_1054:0.1316600694081267,msp_1060c:0.041359184107264926,msp_1739:0.031982203095091505
MGYG000003898	msp_1946
MGYG000001365	msp_0538
MGYG000001656	msp_1244
MGYG000000117	msp_0415
MGYG000004442	msp_1244
MGYG000001635	msp_0132
MGYG000003172	msp_0025
MGYG000002808	msp_1244
MGYG000003327	msp_1310
MGYG000004417	msp_1860
MGYG000000618	msp_0130:0.22703459987637076,msp_0897:0.06951369956699603,msp_1023:0.5395238717270008,msp_1390:0.16392782882963244
MGYG000004154	msp_1072
MGYG000002413	msp_0396:0.23322330117872442,msp_0573:0.27006134675782933,msp_0942:0.14908136168160976,msp_1339:0.34763399038183646
MGYG000000817	msp_0281:0.4529843350107517,msp_0458:0.5470156649892483
MGYG000000103	msp_0772
MGYG000002069	msp_1244
MGYG000002891	msp_1543
MGYG000000017	msp_1244
MGYG000002822	msp_0380:0.2918236169860656,msp_0602c:0.23098352391393903,msp_1418c:0.35517215935649765,msp_1543:0.12202069974349779
MGYG000004457	msp_0047:0.7010277754465618,msp_0684:0.08400188454581034,msp_0891:0.21497034000762794
MGYG000003931	msp_1774
MGYG000002182	msp_1565
MGYG000004346	msp_1244
MGYG000002883	msp_0130:0.03975285157191875,msp_0160:0.05280449958996534,msp_0490:0.0407750721685827,msp_0685:0.03796687160600813,msp_0709:0.1087373329791681,msp_0752:0.14159562732514677,msp_0821:0.10340576019637432,msp_0955:0.07591618804195167,msp_1043:0.032814224745192744,msp_1095:0.04762379035736417,msp_1502:0.16632077155113448,msp_1542:0.15228700986719285
MGYG000001175	msp_1516
MGYG000000691	msp_0356:0.21163130622572554,msp_0596:0.32606588649189344,msp_0761:0.16387860123120288,msp_0976:0.08029227949769989,msp_1136:0.2181319265534782
MGYG000003099	msp_0702
MGYG000000859	msp_0111
MGYG000000053	msp_0196:0.08502748310990824,msp_0225:0.09134005621576491,msp_0381:0.04689234029568467,msp_0417:0.1036540215749187,msp_0537:0.14261926153030777,msp_0543c:0.11860154991708552,msp_0849:0.1215946489686208,msp_1209:0.2106311678855344,msp_1837:0.0796394705021752
MGYG000003344	msp_1036
MGYG000003067	msp_1244
MGYG000000325	msp_0060
MGYG000003675	msp_0345:0.2544019800933828,msp_0388:0.0659536600195013,msp_0399:0.19646276309099195,msp_0643:0.3804036906931237,msp_0778:0.1027779061030005
MGYG000001212	msp_1423
MGYG000002426	msp_0844c
MGYG000002360	msp_1059c:0.4380334314389229,msp_1265:0.5619665685610772
MGYG000003893	msp_0739c
MGYG000001190	msp_1244
MGYG000000738	msp_1535
MGYG000004862	msp_2169
MGYG000002639	msp_1785
MGYG000003678	msp_0060
MGYG000000921	msp_0331:0.32980383586261297,msp_0505:0.12419381430042611,msp_0631:0.13509619820336152,msp_0640:0.03521892867601002,msp_1060c:0.10103071390088399,msp_1549:0.13509619820336152,msp_1588:0.1395603108533439
MGYG000003659	msp_1398
MGYG000004680	msp_0020
MGYG000004375	msp_1869
MGYG000000134	msp_0132:0.6025974025974026,msp_1647:0.39740259740259737
MGYG000002670	msp_0068
MGYG000000935	msp_0015:0.1834901291133342,msp_0282:0.29152422370129294,msp_0490:0.5249856471853728
MGYG000004004	msp_2070
MGYG000002677	msp_1060c:0.5661983303840983,msp_1850:0.4338016696159018
MGYG000004287	msp_1222:0.4092255613709712,msp_1237:0.5907744386290287
MGYG000000638	msp_0029:0.6269268726630806,msp_0161:0.3730731273369195
MGYG000003352	msp_0202
MGYG000000486	msp_0538
MGYG000000456	msp_0249:0.05346222213710261,msp_0348:0.17839800328102687,msp_0361:0.4276977770968209,msp_0719:0.18130666637800014,msp_1444:0.15913533110704955
MGYG000002086	msp_0173
MGYG000004674	msp_0170:0.4713471880647665,msp_0775:0.5286528119352335
MGYG000000544	msp_1835
MGYG000003173	msp_1244
MGYG000003669	msp_0985:0.10832464415139856,msp_0993:0.1428261209234663,msp_1175:0.2211864401509589,msp_1262:0.016589529541380228,msp_1338:0.06257799997017016,msp_1359:0.015740824592820408,msp_1369:0.09669928409692165,msp_1426:0.04346969440533848,msp_1430:0.11934407009465656,msp_1504:0.17324139207288855
MGYG000003705	msp_0757
MGYG000003890	msp_1023
MGYG000000292	msp_1244
MGYG000001363	msp_0983
MGYG000003337	msp_0286
MGYG000003146	msp_1543
MGYG000000413	msp_1345c
MGYG000001840	msp_1517
MGYG000001924	msp_0130:0.23607384530842843,msp_0782:0.3860406108806268,msp_0824:0.37788554381094464
MGYG000000019	msp_0108
MGYG000000793	msp_0326:0.36668566298684596,msp_0898:0.23723075831750337,msp_1151:0.22129660390522632,msp_1463:0.17478697479042435
MGYG000002636	msp_1808
MGYG000002096	msp_0018:0.5039776425899251,msp_0024:0.4960223574100749
MGYG000003904	msp_0073:0.18228560266541466,msp_0159:0.4655120340303165,msp_0516:0.3522023633042689
MGYG000004545	msp_1890
MGYG000001906	msp_0998
MGYG000000374	msp_1367
MGYG000001350	msp_1783
MGYG000000736	msp_1021:0.6450960566228513,msp_1136:0.35490394337714865
MGYG000003784	msp_1219
MGYG000002980	msp_2028
MGYG000003198	msp_0862:0.17279658310713714,msp_1178:0.475782372664857,msp_1272:0.35142104422800574
MGYG000003039	msp_1244
MGYG000004801	msp_0245
MGYG000000355	msp_1488
MGYG000000521	msp_0645:0.43155732174294303,msp_1514:0.568442678257057
MGYG000003662	msp_0549:0.4838709677419355,msp_1824:0.5161290322580645
MGYG000001591	msp_0028:0.3201117270143185,msp_0098:0.16269031256482708,msp_1814:0.5171979604208543
MGYG000001019	msp_1244
MGYG000002992	msp_0530
MGYG000001008	msp_0050:0.3775322283609577,msp_0983:0.6224677716390424
MGYG000000992	msp_1508
MGYG000004212	msp_1446
MGYG000002748	msp_1244
MGYG000002329	msp_1264c
MGYG000000354	msp_0517
MGYG000002854	msp_1942
MGYG000003108	msp_1244
MGYG000001931	msp_2011
MGYG000004890	msp_0422:0.1514836265708504,msp_0818:0.20114836348155826,msp_1042:0.2079023840738952,msp_1066:0.13356726862047388,msp_1303:0.12414698358466682,msp_1536:0.18175137366855545
MGYG000004659	msp_1087
MGYG000000747	msp_1471c
MGYG000004746	msp_1244
MGYG000003458	msp_0039:0.25640855001756596,msp_0273:0.2580198230806855,msp_2005:0.2882136321645955,msp_2088:0.19735799473715296
MGYG000000746	msp_0452:0.21308980213089798,msp_0461:0.786910197869102
MGYG000003011	msp_1244
MGYG000000997	msp_0015
MGYG000001894	msp_0183:0.6540324112010415,msp_0375:0.3459675887989584
MGYG000002968	msp_1244
MGYG000004703	msp_0023:0.60999958659366,msp_0059:0.39000041340633995
MGYG000004325	msp_1244
MGYG000000514	msp_0499
MGYG000001822	msp_1309
MGYG000002477	msp_0005:0.47423881764553294,msp_0544c:0.525761182354467
MGYG000003830	msp_1244
MGYG000003665	msp_0281:0.4087950861409287,msp_0512:0.1449338324980792,msp_0858:0.4462710813609921
MGYG000000591	msp_0538
MGYG000001685	msp_0839
MGYG000003161	msp_0089
MGYG000004584	msp_0562:0.3369785947316477,msp_0565:0.5460176278680549,msp_1159:0.11700377740029745
MGYG000004848	msp_0067:0.4696791045708688,msp_0789:0.22475504615806036,msp_2011:0.30556584927107083
MGYG000001002	msp_1244
MGYG000001125	msp_0401:0.7662901824500434,msp_0854:0.23370981754995657
MGYG000002212	msp_1851
MGYG000001003	msp_1244
MGYG000001559	msp_1040c
MGYG000002962	msp_1677:0.5665349314440384,msp_1866:0.4334650685559616
MGYG000000907	msp_0946
MGYG000004423	msp_1579c:0.4214287130391065,msp_1589:0.5785712869608934
MGYG000003742	msp_0739c:0.5291564868778036,msp_1126:0.47084351312219636
MGYG000000790	msp_0610
MGYG000004384	msp_0450
MGYG000003680	msp_0774
MGYG000002757	msp_1244
MGYG000003391	msp_0380
MGYG000000926	msp_0436
MGYG000003269	msp_0867:0.5833333333333333,msp_1579c:0.41666666666666663
MGYG000000515	msp_0072:0.3353057199211046,msp_0168:0.6646942800788955
MGYG000002189	msp_1244
MGYG000002264	msp_0420
MGYG000004522	msp_1244
MGYG000002100	msp_1244
MGYG000004112	msp_1627
MGYG000002223	msp_0893
MGYG000004820	msp_1759
MGYG000001903	msp_1117
MGYG000003823	msp_1244
MGYG000000860	msp_0881
MGYG000003021	msp_0881
MGYG000002917	msp_1244
MGYG000003861	msp_1244
MGYG000000767	msp_1472c
MGYG000004634	msp_0130:0.4105144377962369,msp_1501:0.589485562203763
MGYG000004238	msp_1009
MGYG000001717	msp_1244
MGYG000002996	msp_0369:0.41106898796298535,msp_1387:0.5889310120370147
MGYG000000485	msp_1835
MGYG000001799	msp_0286:0.7248025701043078,msp_1997:0.2751974298956921
MGYG000002025	msp_1777
MGYG000000188	msp_1244
MGYG000004009	msp_0320:0.6917510928080894,msp_0774:0.3082489071919105
MGYG000001897	msp_1741
MGYG000001027	msp_0270
MGYG000004823	msp_0122
MGYG000000693	msp_1244
MGYG000004128	msp_2028
MGYG000001808	msp_0467:0.45597896711260705,msp_1496:0.544021032887393
MGYG000003320	msp_0281:0.5382667771607021,msp_0458:0.46173322283929785
MGYG000001724	msp_1244
MGYG000002760	msp_1244
MGYG000003924	msp_0195:0.14302584303534435,msp_0369:0.2439706230785201,msp_1087:0.38183934977704326,msp_2101:0.2311641841090923
MGYG000004336	msp_0817
MGYG000000821	msp_0466
MGYG000000660	msp_1244
MGYG000000291	msp_0800
MGYG000000763	msp_1215:0.2109895728190586,msp_1361:0.21295588952005465,msp_1570:0.203578019049081,msp_1600:0.3724765186118058
MGYG000001387	msp_1009
